10023.xml	p495	p2819	1525	t1,t5	<s n="99">Grütz mir hernn schultheis <persName ref="p6336" sent="to">Ruͤplin</persName>, <persName ref="p6338" sent="to">Sigmunden</persName>, <persName ref="p5906" sent="to">Mörickovernn</persName>, den praedicanten und ander bruͤder in Christo, und «die gnad gottes sy mitt dir».</s>
8013.xml	p1918	p495	1569	t9,t10	<s n="7">Unssere lieben herren statschriber lassen euch freundtlich grietzen mit pit, mir die ander herren dienstlich grietzen.</s>
804.xml	p66	p495	1550	t2,t9	<s n="19">Jr wellend mir unnd meiner husfrauwen mein liebe schwöster <persName ref="p8051" sent="to">Anna</persName> und euwere kinder, und wer euch liebt, fründtlichenn gruͤtzen.</s>
8062.xml	p2923	p495	1569	t10	<s n="22">Sonst nichts auf diesmal, dan ich und mein hausfrau lassen euch und eurn toechter sambt eurm gantzen hausgesindt auch alle herrn und gute freundt gantz vleissig gruesen und thon euch in schutz und schirm dess hochsten bevelhn.</s>
810.xml	p8417	p495	1550	t2,t5	<s n="15">Salutem toti domui tuę oben und unden, jungen und alten, allen mitteinander, auch der muͦter <persName>Klunglerin</persName>.</s>
8106.xml	p495	p477	1569	t1,t2	<s n="13">Es gruͤst dich all unser volck, ouch <persName ref="p20082" sent="from">Susannam</persName> und <persName ref="p5612" sent="from">Lisenbethli</persName>.</s>
8117.xml	p495	p477	1569	t10	<s n="6">Gruͤß mir all din volck, und minem junckherren zuͦ Tüffen, siner eeren hußfrowen und allem volck wünsch mir von gott vil tusend guͦter jaren.</s>
8132.xml	p495	p477	1570	t9,t10	<s n="12">Hiemitt biß gott bevolhen und gruͤß mir <persName ref="p20082" sent="to">Susannam</persName> und <persName ref="p5612" sent="to">Lisenbethli</persName>.</s>
8132.xml	p495	p477	1570	t9,t10	<s n="14">Es gruͤst dich all unser volck.</s>
8132.xml	p495	p477	1570	t9,t10	<s n="16">Gruͤß mir ouch junckher <persName ref="p20173" sent="to">Hansen von Ulm</persName> zuͦ Tüffen und all sin volck.</s>
8136.xml	p495	p477	1570	t1	<s n="7">Gruͤß uns allen <persName ref="p20082" sent="to">Susanna</persName>, <persName ref="p5612" sent="to">Lisenbethli</persName>.</s>
8187.xml	p495	p477	1570	t1	<s n="10">Gruͤß mir sy, <persName>Lysinli</persName> und din huß.</s>
8187.xml	p495	p477	1570	t1	<s n="12">Es gruͤst dich all min volck.</s>
8187.xml	p495	p477	1570	t1	<s n="16">Gruͤß mir junckher <persName>Hansen</persName> und sin huß.</s>
8198.xml	p495	p477	1570	t1,t9	<s n="13">Alles volck gruͤst üch.</s>
8221.xml	p8136	p495	1570	t2,t9	<s n="8">Der allmechttig gott wölle euch und all eüwer volck in grosser gesunttheitt erhaltten, und gruͤssend mir sey alle samen.</s>
8221.xml	p8136	p495	1570	t2,t9	<s n="10">Mein <persName>Anelin</persName> laß eüch als sein hertzlieben vetteren und all seine lieben vetteren und bässenen, die kleinen und die grossen vast gruͤtzen.</s>
825.xml	p8505	p495	1550	t4	<s n="10">Den hat man nachmalen in ein vas gschlagen, an die Yser gworffen, aber hat von dannen, wie man ime gethon, nit rinen wollen, hat lesstlich das vaß an ainem gries vergraben.</s>
825.xml	p8505	p495	1550	t4	<s n="12">Gonnstiger herr <persName ref="p495" sent="to">Bullinger</persName>, mein freuntlich bitt, e. wierde wollen mier diß mein schreiben, so in eyl gschehen, nit in argem aufnemen, sonnder vertrauter mainung versthen, darzue euer getreu im evangelio mitarbaitter feuntlich im herrn gruessen, in dessen gnad ich e. e. sambt mir bevilch, ainer anntwort gwarttund.</s>
8261.xml	p495	p8016	1570	t4,t10	<s n="5"><persName ref="p1227" sent="from">Froschowern</persName> hab ich vom handel anzeigt; der last üch gruͤssen und bittet trüwilch, ir wöllind uns uff künfftigen frytag berichten, wie es mitt imm ergangen.</s>
8261.xml	p495	p8016	1570	t4,t10	<s n="18">Gruͤssend mir mine h. burgermeistere, <persName ref="p1770" sent="to">Carolum</persName>, <persName ref="p6130" sent="to">Pontisellam</persName>, <persName ref="p20473" sent="to">Ganthnerum</persName>, <persName ref="p8186" sent="to">Bonethum</persName> und ander guͦt herren.</s>
8290.xml	p8018	p495	1570	t8,t10	<s n="30">Min schwäher, auch min herr <persName ref="p8063" sent="from">Steiger</persName>, auch ander guͦt herren und fründ sampt den minen allen laßend üch vast gruͤßen.</s>
8290.xml	p8018	p495	1570	t8,t10	<s n="31">Gruͤßend mir auch die üweren.</s>
8303.xml	p495	p477	1570	t1,t2	<s n="4">Alles volck und ich gruͤssend dich, <persName ref="p20082" sent="to">Susanna</persName>, <persName ref="p5612" sent="to">Lisenbethli</persName> etc.</s>
8354.xml	p495	p8016	1570	t10,t11	<s n="21">Gruͤssend mir trüwlich alle üwer badergesellen etc.</s>
8405.xml	p495	p8016	1570	t5,t11	<s n="51">Hiemitt sind gott befolhen und gruͤssend mir guͦt herren und fründ.</s>
8405.xml	p495	p8016	1570	t5,t11	<s n="53">Insonders gruͤssend mir beide mine herren die burgemeister, den stattvogt und zunfftmeister etc.</s>
846.xml	p8417	p495	1550	t2	<s n="15">Min <persName ref="p20957" sent="from">Sarele</persName> laßt sin gspylin <persName ref="p5035" sent="to">Verele</persName> zu tusentmal grietzen; sie wolt gern mitt ir im garten umbher louffen, wann nur die muter <persName>Klunglerin</persName> nit da were.</s>
8468.xml	p2923	p495	1571	t7,t11	<s n="29">Damit thon wir euch in schutz unnd schirm dess aller hochsten bevelhen, mit bith ir wollet unss alle gute herrn und freundt sambt eurn gantzem hausgesindt gantz vleisig gruesen; und hiemit ain schilling darauf <persName ref="p5327" sent="to">Johannj Huss</persName> seligen bildnus, denn wollet eurm lieben sohn wie vorgmelt verehren, mein dabei im besten zu gedencken, und also fur gut nemen.</s>
8482.xml	p495	p477	1571	t1	<s n="8">Wir gruͤssend alle <persName ref="p20082" sent="to">Susannam</persName>, <persName ref="p5612" sent="to">Lisenbethli</persName>.</s>
8492.xml	p495	p1789	1571	t5,t9	<s n="16">Gruͤssend mir all min herren und guͦte fründ.</s>
8495.xml	p495	p477	1571	t5	<s n="10">Ich sol dich gruͤssen von allem volck.</s>
8495.xml	p495	p477	1571	t5	<s n="17">Gruͤß mir <persName ref="p20082" sent="to">Susannam</persName>, <persName ref="p5612" sent="to">Lisenbethli</persName>.</s>
8557.xml	p8017	p495	1571	t4,t11	<s n="14">Gruͤßent mir alli herren und bruͤder, ouch üwers liebs hußgsind.</s>
8614.xml	p495	p477	1571	t1	<s n="7">Gruͤß uns <persName ref="p20082" sent="to">Susannam</persName> und <persName ref="p5612" sent="to">Lisili</persName> und all din volck.</s>
8631.xml	p495	p477	1571	t1,t2	<s n="13">Gott mitt dir; es gruͤst dich all min volck, und gruͤß uns alle, unsre liebe <persName ref="p20082" sent="to">Susanna</persName> und <persName ref="p5612" sent="to">Liseli</persName>.</s>
8637.xml	p495	p8011	1571	t5,t10	<s n="18">All min volck gruͤst üch.</s>
8637.xml	p495	p8011	1571	t5,t10	<s n="19">Gruͤß mir dine mittbader.</s>
8643.xml	p495	p477	1571	t4,t10	<s n="13">Gott mitt dir, <persName ref="p20082" sent="to">Susann</persName>, <persName ref="p5612" sent="to">Lysenbethli</persName> und üch allen; all min volck gruͤst üch.</s>
8668.xml	p495	p477	1571	t1	<s n="5">All unser volck gruͤst, und diewyl du so wol gevatter <persName sent="to">Hansens</persName> darffst, hab ich zuͦ gevatter <persName>Reglenn</persName> gesagt, sy sölle hütt <persName>Alwinnen</persName> und die volgenden tag <persName ref="p487">Heinrychen</persName>, deß wir wol zuͦfriden sind, und wirt sy alles wol ußrichten und rächt machen.</s>
8668.xml	p495	p477	1571	t1	<s n="7">Und gott sye mitt dir, <persName ref="p20082" sent="to">Susanna</persName> und <persName ref="p5612" sent="to">Lisenbethli</persName>; die gruͤß uns allen, ouch gevatter <persName>Hansen</persName> und all din volck.</s>
867.xml	p8455	p495	1550	t2	<s n="5">Letstlich aber, diewyl ich euch der lenge nach ze schryben nit muß hab, will ich hiemit uwerer hohen truw unnd liebe den wyßlosen, mynen frommen liebenn vatter uß hertzlichem vertruwen, deßglychen ouch mich, den armen züttel, uß gantzem wolmeinendem hertzen fürther unnd trungenlich bevolhen habenn, ongezwyfelter zuversicht, was ir uns bißhar so fruntlich und trulich gethon, ouch fürohin uß sonnderer christenlichen liebe nit weniger thon, werde ouch vor gott dem warhafften unserm himelischen vatter nit onbelonet hingelossen, inn dessen vätterlichen schirm ich üch sampt uwerer tugentrychen lieben hußfrowen unnd allem gsindt getrüwlich bevelhe; denselben wollen myne arme dienst und fruntlichen gruß ansagen.</s>
8680.xml	p1918	p495	1571	t5,t11	<s n="9">Mit pit, mein dienstlichen gruͦtz und alles her seckelmeister <persName sent="from">Thoma</persName>, her <persName ref="p8011" sent="to">Walther</persName> und andren anzaigen.</s>
8680.xml	p1918	p495	1571	t5,t11	<s n="10">Unsere lieben her <persName ref="p1789" sent="from">Johannes Kessler</persName>, statschriber, her <persName sent="from">Bernhart</persName>, her <persName ref="p3933" sent="from">Davit Wetter</persName>, lassen euch, die ewer christelichen gritzen.</s>
8687.xml	p8017	p495	1571	t2,t5	<s n="30">Gruͤtzend mir euwer husgsind, all guͦtt lieb herren und mittbruͤder.</s>
8687.xml	p8017	p495	1571	t2,t5	<s n="31">Es gruͤßt üch min hußfrow in mini kind.</s>
8696.xml	p1918	p495	1571	t10	<s n="13">Meine lieben herren, ich mit inen, die predicanten, frow <persName>Rütlingerin</persName> lasen euch freundtlichen grietzen.</s>
8700.xml	p495	p477	1571	t2,t10	<s n="15">Gruͤß mir <persName ref="p20082" sent="to">Susannam</persName> und <persName ref="p5612" sent="to">Lisenbethli</persName>, j. <persName ref="p6077">Hansen Peyer</persName>, h. <persName ref="p5334">Huß</persName>... etc.</s>
8712.xml	p1918	p495	1571	t10,t11	<s n="14">Mein dienstlich pit, mir mein erenden gelipten herrn <persName ref="p8011" sent="to">Walther</persName> dienstlichen gritzen, im dancken umb sein freundtlichs zuͦschriben; sein brieff verschaff ich nach datto.</s>
8716.xml	p1918	p495	1571	t2	<s n="16">Unsere geliebtn herrn predicanten, ich mit inen, lasen euch, herrn <persName ref="p8011" sent="to">Walther</persName> dienstlichen gritzen, mit pit, min underthenige dienst min her burgermeister <persName ref="p5413" sent="from">Camlin</persName>, her seckelmeister <persName>Thoma</persName> anzuͦzaigen etc.</s>
8723.xml	p495	p477	1571	t9	<s n="6">Es gruͤst dich all unser volck; gruͤß mir <persName ref="p20082" sent="to">Susannam</persName> und die kind etc.</s>
8733.xml	p495	p477	1571	t1	<s n="10">All min volck gruͤst dich; gruͤß uns all din volck.</s>
8735.xml	p495	p477	1571	t10	<s n="6">Gruͤß mir <persName ref="p20082" sent="to">Susannan</persName> und kinder.</s>
8758.xml	p495	p477	1572	t9,t10	<s n="8">Die beide copyen schicken ich dir, daß, wenn j. <persName ref="p6077" sent="to">Hans Peyer</persName> (den mir trüwlich gruͤssen solt und imm min willige dienst anzeigen) und du es geläsend, du es schickist dem saltzherren <persName sent="to">Beato</persName> (den du mir och trüwlich gruͤssen solt) mitt dem befälch, wenn ers geläsen, das ers one verzug m. <persName>Hans Conradten</persName> gäbe, dem ich hütt schryben, das ichs durch dich und inn imm unverzogenlich zuͦschicke; by h. Beato sölle ers suͦchen.</s>
8764.xml	p495	p477	1572	t10	<s n="12">Gruͤß uns <persName ref="p20082" sent="to">Susannen</persName>, <persName ref="p5612" sent="to">Lysenbethli</persName>, <persName ref="p20082" sent="to">Susili</persName> und j. <persName ref="p6077" sent="to">Hansen Peyer</persName> und sin hußfrowen, h. <persName ref="p5711" sent="to">Hansen Löwen</persName> etc.</s>
8764.xml	p495	p477	1572	t10	<s n="15">All min volck gruͤst üch.</s>
8776.xml	p495	p477	1572	t1,t2	<s n="5">Gruͤß mir <persName ref="p20082" sent="to">Susannan</persName> und die kind; <persName ref="p5034" sent="to">Dorothe</persName> und alles volck last üch ouch gruͤßen.</s>
8793.xml	p1918	p495	1572	t10,t11	<s n="10">Unsere erenden, geliebten herren predicanten lassend euch ir dienst und grutz anzaigen.</s>
8793.xml	p1918	p495	1572	t10,t11	<s n="11">Will euch hiemit sampt den ewer inn schierm des almachtigen bevolhen han sampt den ewern min erenden, geliebten herren <persName ref="p8011" sent="to">Walther</persName> insunderhait min dienst und grutz anzaigen etc.</s>
88.xml	p8098	p495	1548	t5,t10	<s n="11">Das haben wir uch, so irs zevor nit wissens haben, gnediglich nit verhaltten wöllen, welchs ir ewern häuptern von unsertwegen wol entdecken mögen und inen von unsertwegen unsern fruntlichen und gnedigen grus sagen sampt ewerm mitbruder dem <persName ref="p8011" sent="to">Gvalthero</persName>.</s>
880.xml	p4129	p495	1550	t10,t11	<s n="20">Damit seint got dem allemechttigen beffollen und sagen dem gutten herren <persName ref="p8127" sent="to">Pillicanno</persName>, ich hab in früntlichen thun grussen in den herren, und verssehen mich, sein gelt werde in 14 tagen hie sein.</s>
8807.xml	p1918	p495	1572	t4,t10	<s n="4">Herr <persName ref="p1789" sent="from">Johannes Kessler</persName> last euch sin gruͦtz und dienst anzaigen; ist vor datto bericht vom landtvogt, das laider den gutten leuten nit zu helffen ist.</s>
8817.xml	p495	p477	1572	t2,t4	<s n="7">Gruͤß uns <persName ref="p20082" sent="to">Susana</persName> und kinder; das bäß <persName>Annli Wirt</persName> hat ein meitili geboren und stadt wol umb es.</s>
8817.xml	p495	p477	1572	t2,t4	<s n="11">Alles volck gruͤst üch.</s>
8818.xml	p495	p8016	1572	t10,t11	<s n="32">Sölichs, lieber herr und bruͦder hab in yl, und diewyl ichs von gwüssen orten und eeren fürnemmen lüthen hab, mitt üch wöllen teylen; mögend irs och zuͦ üwerm gefallen andern guͦten herren und fründen mitteylen und mir mine herren burgermeister und andere mine herren früntlich gruͤssen, och den h. <persName ref="p8057" sent="to">Campellum</persName>, <persName ref="p6130" sent="to">Pontisellam</persName>, h. <persName sent="to">Goryussen</persName>, <persName ref="p8186" sent="to">Bonetten</persName> und andere bekandte.</s>
8818.xml	p495	p8016	1572	t10,t11	<s n="35">All die minen gruͤssend üch.</s>
8842.xml	p8017	p495	1572	t10	<s n="4">Er gruͦßt üch ouch gantz früntlich, deßglichen min hußfrow und all min gsind.</s>
8847.xml	p495	p477	1572	t9	<s n="16">Gruͤß mir und uns allen <persName ref="p20082" sent="to">Susanna</persName> und die kind und uns allen etc.</s>
8847.xml	p495	p477	1572	t9	<s n="18">Gruͤß mir j. <persName ref="p6077" sent="to">Hansen Peyer</persName>; was ich imm thuͦn köndte, were ich willig; das wasser bruche er, wie ich dir geschriben, allwäg am 3. tag oder 4.</s>
885.xml	p495	p8055	1550	t10	<s n="20">Gruͤssend alle unsere fründ.</s>
8853.xml	p495	p477	1572	t1	<s n="8">Gott gruͤsse und beware üch alle.</s>
8870.xml	p1918	p495	1572	t10	<s n="10">Mit pit, mir meine erend gnedig, lieb herrn sampt den ewer dienstlichen grietzen.</s>
8917.xml	p1918	p495	1572	t2	<s n="5">Euch geliebe, im min gruͦtz und klainfuege dienst anzuͦzeigen.</s>
8919.xml	p495	p477	1572	t5,t10,t11	<s n="19">Gruͤß uns <persName ref="p20082" sent="to">Susannan</persName> und die kind.</s>
8919.xml	p495	p477	1572	t5,t10,t11	<s n="20">All unser volck gruͤst üch, und schick mir widerumb die küsse ettwan by Dyessen.</s>
8925.xml	p1918	p495	1572	t2,t10	<s n="16">Lasend euch die ewer grietzen, auch unsere lieben herren predicanten, statschriber, euch, den herrn <persName ref="p8011" sent="to">Walther</persName> und andre.</s>
8941.xml	p487	p477,p495	1572	t8	<s n="13">Gruͤßend uns <persName ref="p20082" sent="to">Susannan</persName> und kinder; alle unsere gruͤssend üch.</s>
8958.xml	p495	p477	1572	t10	<s n="10">Die gruͤß mir trüwlich und die kind, und wenn du (mir?) <persName ref="p4456" sent="to">Frenen</persName> nitt me bruchst und iren bedarffst, ouch guͦt wätter ist, so schick mirs wider heim.</s>
8958.xml	p495	p477	1572	t10	<s n="14">All unser volck gruͤtzt üch alle.</s>
8969.xml	p495	p477	1572	t1,t9	<s n="16">Gott mitt üch; all min volck gruͤst üch etc.</s>
8978.xml	p495	p477	1572	t1	<s n="10">Gruͤß uns <persName ref="p20082" sent="to">Susanam</persName> und kinder, och junckher <persName ref="p6077" sent="to">Hansen Peyer</persName> zuͦ Flach.</s>
8982.xml	p495	p8016	1572	t10	<s n="23">Hiemitt schickt üch <persName ref="p1227" sent="from">Froschower</persName> ettlich getruckte exemplar des Roggenstocks, danckt üch früntlich und gruͤst üch fast.</s>
8993.xml	p495	p477	1572	t1	<s n="9">Ässend die bratfisch mitt einandren und sind frölich; der reling gebraten ist gar guͦt, Gruͤß mir, ja uns allen, <persName ref="p20082" sent="to">Susannan</persName> und die kind.</s>
8993.xml	p495	p477	1572	t1	<s n="12">Gruͤß mir j. <persName ref="p6077" sent="to">Hansen Peyer</persName> und h. <persName ref="p5711" sent="to">Hansen Löwen</persName> etc.</s>
900.xml	p8505	p495	1550	t4,t5	<s n="8">Mein vleissig an euch, gunstiger herr, auch frundt, bitt, die wellen mier meine sonnders (nach dem angsicht, wie solche in eurn missif gmeldt unbekhant herrn) zum fruntlichisten widerumb gruessen, alls ich aigner person selbst vor ihne thuen mocht.</s>
9002.xml	p495	p477	1572	t1	<s n="4">So schänckt üch beiden vetter <persName ref="p499" sent="from">Josue</persName> dise zwen schönen keling in das bad, wünscht üch, das ir gsundtlich und wol badint; gruͤst üch trüwlich, bittet, ir nämind für guͦt von imm.</s>
9002.xml	p495	p477	1572	t1	<s n="10">Grüß mir trüwlich j. <persName ref="p6077" sent="to">Hansen</persName>.</s>
9002.xml	p495	p477	1572	t1	<s n="17">Alle gruͤssend üch.</s>
9004.xml	p495	p477	1572	t10	<s n="15">Gruͤß mir den herren schwager vogt etc. und ob dich guͦt dunckt und komlich kanst, magst die meynung wol mitt imm reden.</s>
9007.xml	p495	p477	1572	t7,t8	<s n="11">Alles volck gruͤst üch.</s>
9007.xml	p495	p477	1572	t7,t8	<s n="12">Gruͤß uns <persName ref="p20082" sent="to">Susannan</persName> und kinder.</s>
9032.xml	p495	p477	1572	t1,t2	<s n="11">Gott mitt dir; all min volck und ich gruͤst gruͤst dich und <persName ref="p20082" sent="to">Susannan</persName> sampt den kindern.</s>
9032.xml	p495	p477	1572	t1,t2	<s n="16">Gruͤß mir j. <persName>Hansen</persName> und andere unser h. In yl.</s>
9040.xml	p495	p477	1572	t10	<s n="16">Es gruͤst üch all min volck.</s>
9040.xml	p495	p477	1572	t10	<s n="17">Gruͤß mir j. <persName ref="p6077" sent="to">Hansen Peyer</persName>, h. <persName ref="p5711" sent="to">Hansen Löwen</persName> etc.</s>
9041.xml	p495	p477	1572	t10,t11	<s n="13">Gruͤß <persName ref="p20082" sent="to">Susannan</persName> und die kinder.</s>
9041.xml	p495	p477	1572	t10,t11	<s n="15">All unser volck gruͤst dich.</s>
9048.xml	p495	p8016	1572	t10,t11	<s n="23">Die gruͤssend mir, ouch die h. burgermeister, <persName ref="p8057" sent="to">Campellum</persName>, <persName ref="p6130" sent="to">Pontisellam</persName> etc.</s>
905.xml	p8018	p495	1550	t5	<s n="31">Üch gruͤßt mittsampt den üweren all min husgsind, auch her <persName ref="p8417" sent="from">Musculus</persName> mitt dem sinen.</s>
9051.xml	p495	p477	1572	t10,t11	<s n="9">Gruͤß mir <persName ref="p20082" sent="to">Susanam</persName> und die kinder, mir und uns allen, ouch j. <persName ref="p6077" sent="to">Hansen Peyer</persName> und h. <persName ref="p5711" sent="to">Hansen Löwen</persName> etc.</s>
9057.xml	p8016	p495	1572	t10,t11	<s n="30">- "Hie gaath die sag, <persName>Strotza</persName> sye von sine eignen knechten erschlagen; andere sagend allein, gefangen von denen knechten, so under imm evangelisch gewesen, und die habend andere sine knecht erschlagen, und sye sin gantze armada grüst, den evangelischen byzeston."</s>
9062.xml	p495	p8016	1572	t10,t11	<s n="15">Gruͤssend mir in und entschuldigend mich, das ich nitt schrib.</s>
9064.xml	p8017	p495	1572	t10,t11	<s n="15">Es grüßt üch min hußfrow und mini kind.</s>
9066.xml	p8018	p495	1572	t10	<s n="36">Doch welt er gern in gheim wüßen, was üch hierinn beduͤchte; er wölt üch gern selb schriben, so hatt er vil zschaffen, und diewyl ich imm gar gheim, hatt er mir selichs befolhen; laßt üch hiemitt vast gruͤßen.</s>
9067.xml	p1918	p495	1572	t10	<s n="14">Unsere lieben herren predicanten, andre, ich mit in laßen euch, herrn <persName ref="p8011" sent="to">Walther</persName>, andre freundtlich dienstlich gritzen.</s>
9067.xml	p1918	p495	1572	t10	<s n="15">Den herr seckelmaister <persName>Thoma</persName> gelieb euch, mir im min wilig dienst und gruͦtz anzaigen.</s>
9069.xml	p8017	p495	1572	t2	<s n="8">Es gruͤßt üch min hußfrow früntlich und mini kind.</s>
9091.xml	p495	p477	1572	t2,t3	<s n="13"><persName>J. Hansen</persName> gruͤß mir fast, ouch h. <persName>Löwen</persName>.</s>
9101.xml	p495	p477	1572	t1,t11	<s n="13">All unser volck gruͤst üch, <persName ref="p20082" sent="to">Susannan</persName>, <persName ref="p5612" sent="to">Lisenbeth</persName> und <persName sent="to">Margareth</persName>.</s>
9101.xml	p495	p477	1572	t1,t11	<s n="14">Gruͤß mir ouch j. <persName>Hanßen</persName> und h. <persName>Löwen</persName> und schick mir wider die conditiones des uffgäben Mont graff <persName>Ludwigen</persName>, die ich dir by dinem <persName>Hainrychen</persName> langist geschickt.</s>
9107.xml	p8018	p495	1572	t10	<s n="22">Gruͤßend mir den alten m. Trüben und sinen sun, üweren tochterman, et reliquos tuos omnes.</s>
9111.xml	p8017	p495	1572	t10	<s n="35">Grüeßend mihr all liebe väter und mitbrüder, wollend auch ihnen mich treuwlich befehlen.</s>
9111.xml	p8017	p495	1572	t10	<s n="36">Grüßend mir auch die euweren alle.</s>
9111.xml	p8017	p495	1572	t10	<s n="37">Es grüest auch sy und euch mein haußfrouw.</s>
9114.xml	p495	p8016	1572	t10,t11	<s n="41">Gruͤssend mir alle guͦte herren und bruͤder, die ir wol kenend, <persName ref="p1770" sent="to">Carolum</persName>, consules, <persName ref="p6130" sent="to">Pontisellam</persName>, <persName ref="p8057" sent="to">Campellum</persName> etc.</s>
9117.xml	p495	p477	1572	t9,t10	<s n="10">Gruͤß mir <persName ref="p20082" sent="to">Susanan</persName> und kind.</s>
9117.xml	p495	p477	1572	t9,t10	<s n="11">All unser volck gruͤst üch.</s>
9117.xml	p495	p477	1572	t9,t10	<s n="12">Gruͤß mir och j. <persName ref="p6077" sent="to">Hansen Peyer</persName> und <persName ref="p1753" sent="to">Leonem</persName>.</s>
9118.xml	p495	p477	1572	t2	<s n="5">Den gruͤß mir trüwlich; hätte imm gern grad jetzund geschriben; ist nitt müglich.</s>
9118.xml	p495	p477	1572	t2	<s n="7">All unser volck gruͤst dich; gruͤß mir j. <persName ref="p6077" sent="to">Hans Peyer</persName>.</s>
9132.xml	p1918	p495	1572	t10	<s n="3">Ich bedanckh mich gantz dienstlich der zitungen, auch der vererungen, hab die mit unsern lieben herrn predicanten gethailt, die euch gantz freundtlich und dienstlich laßen grietzen; haben die histori gelaßen her <persName ref="p1789" sent="from">Kessler</persName>, ehe und ich die versant.</s>
9132.xml	p1918	p495	1572	t10	<s n="12">Gritzen mir her <persName ref="p8011" sent="to">Walther</persName> und andre herren etc.</s>
9135.xml	p495	p8016	1572	t2,t11	<s n="8">Hiemitt sind gott bevolhen und gruͤssend mir die h. burgermeister, h. <persName ref="p1770" sent="to">Carolum</persName>, h. <persName ref="p6130" sent="to">Pontisellam</persName>, vorab d. <persName ref="p8057" sent="to">Campellum</persName>, <persName ref="p8186" sent="to">Bonetum</persName> und andere etc.</s>
9154.xml	p495	p8016	1573	t10	<s n="23">So er mich beruͤfft, als er mir ein verwornen thannt von Baden geschriben, wirt ich kurtz antworten: Der könig und die sinen haben gehandlet, darab alle erbern ein grewel, alle posteritas ein grusen haben und gott sin raach zuͦ siner zyt werde gan lassen, und sölle er sich huͤten, das er sich mitt den fromen nitt ouch in grosse schuld vor gott ynfuͤrre etc.</s>
9157.xml	p495	p477	1573	t10	<s n="6">Hie hast ein brieff, mir zuͦkummen von Padua; magst wol mitteylen minem günstigen herren <persName ref="p264" sent="to">doctor Burgower</persName> und solt mir in trüwlich gruͤssen; den brieff aber schick mir fürderlich wider, ut prima quaque occasione rescribam viro optimo; Polonus est, vir doctissimus et moderator Palatini iunioris ex Polonia etc.</s>
9157.xml	p495	p477	1573	t10	<s n="13">Es gruͤst üch alle all min volck.</s>
9168.xml	p495	p477	1573	t4	<s n="10">Gruͤß mir <persName ref="p20082" sent="to">Susanna</persName> und die kinder; all min volck gruͤst üch alle.</s>
9168.xml	p495	p477	1573	t4	<s n="11">H. <persName ref="p264" sent="from">doctor Burgower</persName> gruͤß mir trüwlich.</s>
9174.xml	p8018	p495	1573	t9	<s n="19">Min herr schultheiß <persName ref="p8063" sent="from">Steiger</persName> lat üch vast gruͤßen und vil guͦter glückhaffter jaren wünschen und begärt hiemitt, von üch zuͦ verston, was ir für sine zwey faß wyn ußgen, die gen Glaris ghört; das söllend ir mich wüßen lon, so wil er es widerumb erlegen.</s>
9187.xml	p2923	p495	1573	t10,t11	<s n="45">Wollet mir auch eur gantzes hausgesindt sambt allen meinen gunstigen herrn und guthen freunden meine willige dienst und freuntlichen grues antzaigen, und thue euch in schutz und schirm des allerhochsten bevelhen.</s>
9198.xml	p1918	p495	1573	t10	<s n="13">Unser lieben hern predicanten laßen euch sampt alle herren bekante gritzen.</s>
9204.xml	p495	p477	1573	t1	<s n="7">Es gruͤst dich alles volck; gruͤß uns <persName ref="p20082" sent="to">Susanna</persName> und kinder etc.</s>
9205.xml	p495	p477	1573	t1	<s n="9">Gruͤß mir zuͦ Schaffhusen m. <persName ref="p8109" sent="to">Hans Conradten</persName> und andere liebe herren und fründ etc., by dir h. <persName ref="p8109">Hans</persName> und Löwen.</s>
9205.xml	p495	p477	1573	t1	<s n="12">Gruͤß <persName ref="p20082" sent="to">Susanna</persName> und kinder.</s>
9206.xml	p1918	p495	1573	t2,t10	<s n="15">Mir alle die ewer grietzen.</s>
9277.xml	p265	p495	1573	t2	<s n="5">Jedoch sollend ir denselbigen minen guͦtten willen für die wärch für guͦtt von mir anämmen, und schicken üch hiemitt diß gitzli zuͦ einem danckbaren gruͦtz; ich wänen, es solle feist und gutt sin.</s>
9277.xml	p265	p495	1573	t2	<s n="11">Es lassend üch alle die minen gantz früntlichen grützen und vil ehren, liebs und gutts sagen.</s>
93.xml	p8055	p495	1548		<s n="30">Grutz ewer erbaren, lieben husfrauwen und gesind.</s>
9301.xml	p3619	p495	1573	t10	<s n="8">Es last euch ouch mein liebe haußfrouw und unsere geliepte kinder früntlich gruͤtzen etc.</s>
9352.xml	p495	p8016	1573	t10	<s n="27">Ich bitten, ir wöllend diß min schryben mitteylen minem günstigen herren burgermeister <persName ref="p3958" sent="to">Wylli</persName> und herren <persName ref="p8057" sent="to">Uͦlrichen Campellen</persName> und, so es müglich were, herren <persName ref="p8093" sent="to">Hercules von Salis</persName> dem allten etc. und sy von mir gruͤssen etc.</s>
9417.xml	p8017	p495	1573	t10	<s n="8">Es gruͤßt üch und die üweren min hußfrow und all min volck.</s>
9420.xml	p8017	p495	1573	t2,t10	<s n="15">Es gruͤßt üch h. landschryber <persName ref="p20616" sent="from">Elmel</persName>, min hußfrow und all min volck.</s>
